"MP Name","Constituency","State","House","Allocated Amount (₹)","Amount Recommended (₹)","Total Expenditure (₹)","Utilization %","Completed Works","Recommended Works","Completion Rate %","Balance Not Yet Paid to Vendors (₹)","Transaction Count","Successful Payments","Pending Payments","Average Rating"
"RAMESH AWASTHI","KANPUR","Uttar Pradesh","Lok Sabha",147000000,101288419,75758324,68.9,48,140,34.29,25530095,98,98,0,"N/A"
"Kirti Vardhan Singh","GONDA","Uttar Pradesh","Lok Sabha",147000000,101059677,71075338,68.75,35,152,23.03,29984339,180,180,0,"N/A"
"Thiru Dayanidhi Maran","CHENNAI CENTRAL","Tamil Nadu","Lok Sabha",147000000,101000000,30478390,68.71,4,12,33.33,70521610,8,8,0,"N/A"
"SURESH KUMAR SHETKAR","ZAHIRABAD","Telangana","Lok Sabha",147000000,100971995,30460371,68.69,64,355,18.03,70511624,134,120,14,"N/A"
"BHASKAR MURLIDHAR BHAGARE","DINDORI","Maharashtra","Lok Sabha",147000000,100771173,34081627,68.55,19,121,15.7,66689546,37,35,2,"N/A"
"Saptagiri Sankar Ulaka","KORAPUT","Odisha","Lok Sabha",269500000,184589829,68050166,68.49,159,575,27.65,116539663,236,231,5,"N/A"
"Shri Randeep Singh Surjewala (2022-28)","Sitting Rajya Sabha","Rajasthan","Rajya Sabha",196063957.11,134181665,61282096,68.44,55,148,37.16,72899569,279,254,25,"N/A"
"Shri Jual Oram","SUNDARGARH","Odisha","Lok Sabha",173096756.91,118328256,66763914,68.36,89,200,44.5,51564342,278,251,27,"N/A"
"SANATAN PANDEY","BALLIA","Uttar Pradesh","Lok Sabha",180420041.4,123305043,74595388,68.34,62,355,17.46,48709655,231,229,2,"N/A"
"SHOBHANABEN MAHENDRASINH BARAIYA","SABARKANTHA","Gujarat","Lok Sabha",147000000,100455464,53180570,68.34,122,279,43.73,47274894,147,140,7,"N/A"
"IMRAN MASOOD","SAHARANPUR","Uttar Pradesh","Lok Sabha",147000000,100422495,69261651,68.31,51,115,44.35,31160844,79,70,9,"N/A"
"Kamlesh Paswan","BANSGAON","Uttar Pradesh","Lok Sabha",147000000,100401614,41575201,68.3,0,125,0,58826413,84,76,8,"N/A"
"Rajnath Singh","LUCKNOW","Uttar Pradesh","Lok Sabha",154808797.11,105720976,74407887,68.29,31,102,30.39,31313089,74,71,3,"N/A"
"Bidyut Baran Mahato","JAMSHEDPUR","Jharkhand","Lok Sabha",147000000,100350597,75745972,68.27,2,178,1.12,24604625,189,189,0,"N/A"
"Dr. Dharmasthala Veerendra Heggade (2022-28)","Nominated Rajya Sabha","Karnataka","Rajya Sabha",196063957.11,133450991,57878764,68.07,301,474,63.5,75572227,644,632,12,"N/A"
"Shri Anil Firojiya","UJJAIN","Madhya Pradesh","Lok Sabha",147000000,100035496,77471399,68.05,152,248,61.29,22564097,290,286,4,"N/A"
"Dr. Radha Mohan Das Agrawal (2022-28)","Sitting Rajya Sabha","Uttar Pradesh","Rajya Sabha",203626524.67000002,138428596,72382614,67.98,15,45,33.33,66045982,54,54,0,"N/A"
"BACHHAV SHOBHA DINESH","DHULE","Maharashtra","Lok Sabha",147000000,99930794,15131243,67.98,13,91,14.29,84799551,16,12,4,"N/A"
"DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU","CHANDRAPUR","Maharashtra","Lok Sabha",147000000,99915160,17964734,67.97,7,78,8.97,81950426,16,14,2,"N/A"
"MANOJ TIGGA","ALIPURDUARS","West Bengal","Lok Sabha",147000000,99802333.75,11379773,67.89,10,90,11.11,88422560.75,17,17,0,"N/A"
"DR DHARAMVIRA GANDHI","PATIALA","Punjab","Lok Sabha",147000000,99604797,53205652,67.76,62,360,17.22,46399145,1196,1188,8,"N/A"
"BUNTY VIVEK SAHU","CHHINDWARA","Madhya Pradesh","Lok Sabha",147000000,99480130,55619616,67.67,100,476,21.01,43860514,443,437,6,"N/A"
"Shri Sandosh Kumar P (2022-28)","Sitting Rajya Sabha","Kerala","Rajya Sabha",220563957.11,149135962,55957933,67.62,29,104,27.88,93178029,72,71,1,"N/A"
"BHAUSAHEB RAJARAM WAKCHAURE","SHIRDI","Maharashtra","Lok Sabha",147000000,99116663,19420448,67.43,11,137,8.03,79696215,32,32,0,"N/A"
"Shri Anil Kumar Yadav Mandadi (2024-30)","Sitting Rajya Sabha","Telangana","Rajya Sabha",147000000,98815709,54363174,67.22,71,105,67.62,44452535,73,73,0,"N/A"
"BABU SINGH KUSHWAHA","JAUNPUR","Uttar Pradesh","Lok Sabha",147000000,98603109,47327917,67.08,522,686,76.09,51275192,652,529,123,"N/A"
"BHARTI PARDHI","BALAGHAT","Madhya Pradesh","Lok Sabha",154398389.01,103486443,92426127,67.03,80,169,47.34,11060316,491,485,6,"N/A"
"BASAVARAJ BOMMAI","HAVERI","Karnataka","Lok Sabha",147000000,98450000,61561447,66.97,19,162,11.73,36888553,178,166,12,"N/A"
"Abu Taher Khan","MURSHIDABAD","West Bengal","Lok Sabha",147000000,98412625,37157978,66.95,172,328,52.44,61254647,183,176,7,"N/A"
"BALRAM NAIK PORIKA","MAHABUBABAD","Telangana","Lok Sabha",147000000,98090650,72320239,66.73,238,359,66.3,25770411,292,292,0,"N/A"
"DEVESH SHAKYA","ETAH","Uttar Pradesh","Lok Sabha",147000000,98064205,81351075,66.71,220,339,64.9,16713130,581,581,0,"N/A"
"E. TUKARAM","BELLARY","Karnataka","Lok Sabha",147000000,98000000,19971722,66.67,2,91,2.2,78028278,34,25,9,"N/A"
"GAIKWAD VARSHA EKNATH","MUMBAI NORTH-CENTRAL","Maharashtra","Lok Sabha",147000000,98000000,92563767,66.67,0,57,0,5436233,54,51,3,"N/A"
"Piyush Vedprakash Goyal","MUMBAI NORTH","Maharashtra","Lok Sabha",147000000,98000000,30848998,66.67,0,49,0,67151002,17,13,4,"N/A"
"RADHAKRISHNA","GULBARGA","Karnataka","Lok Sabha",147000000,98000000,3254664,66.67,0,29,0,94745336,2,2,0,"N/A"
"RAKIBUL HUSSAIN","DHUBRI","Assam","Lok Sabha",147000000,97999429,48853373,66.67,25,179,13.97,49146056,142,136,6,"N/A"
"ANUP SANJAY DHOTRE","AKOLA","Maharashtra","Lok Sabha",147000000,97997749,51045667,66.67,41,100,41,46952082,69,68,1,"N/A"
"PARIMAL SUKLABAIDYA","SILCHAR","Assam","Lok Sabha",148300157.11,98800000,5511762,66.62,0,153,0,93288238,13,10,3,"N/A"
"Shri Tejveer Singh (2024-30)","Sitting Rajya Sabha","Uttar Pradesh","Rajya Sabha",147000000,97931969,89900058,66.62,53,86,61.63,8031911,152,152,0,"N/A"
"UJJWAL RAMAN SINGH","ALLAHABAD","Uttar Pradesh","Lok Sabha",147000000,97921663,64478327,66.61,3,31,9.68,33443336,67,61,6,"N/A"
"CHHATRAPATI SHAHU SHAHAJI","KOLHAPUR","Maharashtra","Lok Sabha",147000000,97910291,33696592,66.61,22,101,21.78,64213699,34,34,0,"N/A"
"Pratima Mondal ","JOYNAGAR","West Bengal","Lok Sabha",147000000,97852478,74379705,66.57,170,223,76.23,23472773,185,185,0,"N/A"
"Shri Hanuman Beniwal","NAGAUR","Rajasthan","Lok Sabha",147000000,97848293,68636220,66.56,177,250,70.8,29212073,318,315,3,"N/A"
"Sanjay Seth ","RANCHI","Jharkhand","Lok Sabha",147064357.11,97792648,88234955,66.5,49,150,32.67,9557693,245,245,0,"N/A"
"Shri Ratanjit Pratap Narain Singh (2024-30)","Sitting Rajya Sabha","Uttar Pradesh","Rajya Sabha",147000000,97712398,89937432,66.47,83,125,66.4,7774966,215,213,2,"N/A"
"CN Annadurai","TIRUVANNAMALAI","Tamil Nadu","Lok Sabha",148579509.11,98733161,88000808,66.45,171,194,88.14,10732353,181,181,0,"N/A"
"BALABHADRA MAJHI","NABARANGPUR","Odisha","Lok Sabha",147413962.11,97946556,15470212,66.44,20,220,9.09,82476344,129,129,0,"N/A"
"AKSHAYA YADAV","FIROZABAD","Uttar Pradesh","Lok Sabha",147000000,97654158,95931875,66.43,37,43,86.05,1722283,83,83,0,"N/A"
"Pankaj Chowdhary","MAHARAJGANJ","Uttar Pradesh","Lok Sabha",147000000,97560284,95676373,66.37,38,49,77.55,1883911,94,94,0,"N/A"
"RACHNA BANERJEE","HOOGHLY","West Bengal","Lok Sabha",147000000,97541824.44,34234471,66.35,36,101,35.64,63307353.44,54,54,0,"N/A"
"Shri Kanad Purkayastha (2025-31)","Sitting Rajya Sabha","Assam","Rajya Sabha",98000000,65000000,28001397,66.33,0,50,0,36998603,37,34,3,"N/A"
"Smt. Sagarika Ghose (2024-30)","Sitting Rajya Sabha","West Bengal","Rajya Sabha",147000000,97500000,47289873,66.33,0,13,0,50210127,16,16,0,"N/A"
"AMARSING TISSO","Diphu","Assam","Lok Sabha",147000000,97483742,69670509,66.32,41,94,43.62,27813233,192,172,20,"N/A"
"Sunil Dattatray Tatkare","RAIGAD","Maharashtra","Lok Sabha",147000000,97291356,59406128,66.18,18,62,29.03,37885228,74,73,1,"N/A"
"CHANDAN CHAUHAN","BIJNOR","Uttar Pradesh","Lok Sabha",147000000,97231575,81941111,66.14,14,116,12.07,15290464,214,189,25,"N/A"
"AASHTIKAR PATIL NAGESH BAPURAO","HINGOLI","Maharashtra","Lok Sabha",190289442,125834805,67522042,66.13,38,103,36.89,58312763,68,68,0,"N/A"
"Smt. Rajathi (2025-31)","Sitting Rajya Sabha","Tamil Nadu","Rajya Sabha",89248285.42,59000000,21237106,66.11,16,55,29.09,37762894,23,21,2,"N/A"
"Jai Prakash","HARDOI","Uttar Pradesh","Lok Sabha",147000000,97070110,85755277,66.03,3,24,12.5,11314833,47,47,0,"N/A"
"SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE","SATARA","Maharashtra","Lok Sabha",147000000,96998677,16135149,65.99,16,134,11.94,80863528,21,21,0,"N/A"
"UTKARSH VERMA MADHUR","KHERI","Uttar Pradesh","Lok Sabha",147000000,96898322,74909150,65.92,347,360,96.39,21989172,699,699,0,"N/A"
"Thirumaa Valavan Thol","CHIDAMBARAM","Tamil Nadu","Lok Sabha",147000000,96815007,69998691,65.86,45,80,56.25,26816316,81,79,2,"N/A"
"Shri Mohammed Nadimul Haque (2024-30)","Sitting Rajya Sabha","West Bengal","Rajya Sabha",147000000,96799500,45077861,65.85,1,19,5.26,51721639,16,16,0,"N/A"
"JITAN RAM MANJHI","GAYA","Bihar","Lok Sabha",147000000,96708097,61586729,65.79,152,260,58.46,35121368,191,190,1,"N/A"
"Saumitra khan ","BISHNUPUR","West Bengal","Lok Sabha",147000000,96703695,57558347,65.78,48,82,58.54,39145348,52,49,3,"N/A"
"VISHWESHWAR HEGDE KAGERI","UTTARA KANNADA","Karnataka","Lok Sabha",147000000,96600000,34850000,65.71,30,143,20.98,61750000,85,82,3,"N/A"
"VINOD KUMAR BIND","BHADOHI","Uttar Pradesh","Lok Sabha",147000000,96578170,75517267,65.7,407,544,74.82,21060903,525,418,107,"N/A"
"Shri Amar Pal Maurya (2024-30)","Sitting Rajya Sabha","Uttar Pradesh","Rajya Sabha",147000000,96524000,26365566,65.66,18,138,13.04,70158434,33,30,3,"N/A"
"JUNE MALIAH","MEDINIPUR","West Bengal","Lok Sabha",147000000,96497530,36949288,65.64,7,31,22.58,59548242,27,25,2,"N/A"
"Pralhad Venkatesh Joshi","DHARWAD","Karnataka","Lok Sabha",147000000,96324932,20761060,65.53,28,204,13.73,75563872,66,55,11,"N/A"
"Manickam Tagore B","VIRUDHUNAGAR","Tamil Nadu","Lok Sabha",147000000,96301542,90165437,65.51,69,86,80.23,6136105,93,93,0,"N/A"
"DR BYREDDY SHABARI","NANDYAL","Andhra Pradesh","Lok Sabha",150675889.11,98690498,50709419,65.5,70,198,35.35,47981079,116,116,0,"N/A"
"SAGAR ESHWAR KHANDRE","BIDAR","Karnataka","Lok Sabha",147000000,96254497,15422826,65.48,5,178,2.81,80831671,50,46,4,"N/A"
"Shri Subhasish Khuntia (2024-30)","Sitting Rajya Sabha","Odisha","Rajya Sabha",147000000,96250000,6285385,65.48,3,222,1.35,89964615,34,31,3,"N/A"
"Mala Roy ","KOLKATA DAKSHIN","West Bengal","Lok Sabha",147000000,96138946,61582788,65.4,32,75,42.67,34556158,65,64,1,"N/A"
"SUDHA R","MAYILADUTHURAI","Tamil Nadu","Lok Sabha",147332315.11,96229000,37515130,65.31,23,149,15.44,58713870,53,38,15,"N/A"
"ADHIKARI SOUMENDU","KANTHI","West Bengal","Lok Sabha",147000000,95934382,38304241,65.26,29,70,41.43,57630141,31,31,0,"N/A"
"Shri Sadanand Mhalu Shet Tanavade (2023-29)","Sitting Rajya Sabha","Goa","Rajya Sabha",171500000,111734773.99,37836353.99,65.15,10,41,24.39,73898420,26,26,0,"N/A"
"Shri Abhishek Banerjee","DIAMOND HARBOUR","West Bengal","Lok Sabha",147000000,95717514,71510891,65.11,200,320,62.5,24206623,262,262,0,"N/A"
"MANJU SHARMA","JAIPUR","Rajasthan","Lok Sabha",167082901.11,108787769,21994861,65.11,13,69,18.84,86792908,29,28,1,"N/A"
"DAROGA PRASAD SAROJ","LALGANJ","Uttar Pradesh","Lok Sabha",147000000,95667378,82499872,65.08,58,294,19.73,13167506,282,253,29,"N/A"
"DHARMENDRA YADAV","AZAMGARH","Uttar Pradesh","Lok Sabha",147000000,95526844,61248647,64.98,16,67,23.88,34278197,53,50,3,"N/A"
"H.D. KUMARASWAMY","MANDYA","Karnataka","Lok Sabha",147000000,95500000,46075000,64.97,7,147,4.76,49425000,130,117,13,"N/A"
"G. KUMAR NAIK","RAICHUR","Karnataka","Lok Sabha",147000000,95495548,24271564,64.96,9,128,7.03,71223984,48,44,4,"N/A"
"Kalyan Banerjee","SREERAMPUR","West Bengal","Lok Sabha",147000000,95384010,76719145,64.89,84,119,70.59,18664865,110,110,0,"N/A"
"KRITI DEVI DEBBARMAN","TRIPURA EAST","Tripura","Lok Sabha",147000000,95286310,32934783,64.82,13,42,30.95,62351527,24,24,0,"N/A"
"Shri Mahendra Bhatt (2024-30)","Sitting Rajya Sabha","Uttarakhand","Rajya Sabha",147000000,95273231,23254909,64.81,11,126,8.73,72018322,159,158,1,"N/A"
"PRAVEEN PATEL","PHULPUR","Uttar Pradesh","Lok Sabha",151559884.09,98136533,95102075,64.75,14,24,58.33,3034458,37,35,2,"N/A"
"CAPTAIN BRIJESH CHOWTA","DAKSHINA KANNADA","Karnataka","Lok Sabha",147000000,95117059,52228767,64.71,75,206,36.41,42888292,108,95,13,"N/A"
"Smt Sajda Ahmed","ULUBERIA","West Bengal","Lok Sabha",147000000,94947352,47622814,64.59,92,174,52.87,47324538,113,109,4,"N/A"
"Shri M K Raghavan","KOZHIKODE","Kerala","Lok Sabha",147000000,94826385,9365325,64.51,15,268,5.6,85461060,26,26,0,"N/A"
"Shri Arjun Ram Meghwal","BIKANER","Rajasthan","Lok Sabha",147000000,94811888,34147300,64.5,17,76,22.37,60664588,46,43,3,"N/A"
"ABHIJIT GANGOPADHYAY","TAMLUK","West Bengal","Lok Sabha",147000000,94805281.78,41397394.78,64.49,74,265,27.92,53407887,128,122,6,"N/A"
"Andimuthu Raja","NILGIRIS","Tamil Nadu","Lok Sabha",147000000,94783219,71485310,64.48,73,114,64.04,23297909,87,87,0,"N/A"
"GM Harish Balayogi","AMALAPURAM","Andhra Pradesh","Lok Sabha",147000000,94713343,54891857,64.43,41,108,37.96,39821486,68,66,2,"N/A"
"ARUP CHAKRABORTY","BANKURA","West Bengal","Lok Sabha",147000000,94625897,55795450,64.37,40,70,57.14,38830447,42,42,0,"N/A"
"Dr Shashi Tharoor","THIRUVANANTHAPURAM","Kerala","Lok Sabha",147000000,94591330,41754577,64.35,40,114,35.09,52836753,61,61,0,"N/A"
"Kiren Rijiju","ARUNACHAL WEST","Arunachal Pradesh","Lok Sabha",147000000,94263249,87533016,64.12,114,131,87.02,6730233,162,156,6,"N/A"
"Kangana Ranaut","MANDI","Himachal Pradesh","Lok Sabha",147000000,94241903,56986009,64.11,73,316,23.1,37255894,395,328,67,"N/A"
"PRABHAKAR REDDY VEMIREDDY","NELLORE","Andhra Pradesh","Lok Sabha",147000000,94235727,73610054,64.11,126,153,82.35,20625673,136,136,0,"N/A"
"Shri Sarbananda Sonowal (18LS)","DIBRUGARH","Assam","Lok Sabha",147000000,94042773,23919705,63.97,3,87,3.45,70123068,63,63,0,"N/A"
"JAGADISH SHETTAR","BELGAUM","Karnataka","Lok Sabha",147000000,94000000,10222651,63.95,1,172,0.58,83777349,30,28,2,"N/A"
"PRIYANKA SATISH JARKIHOLI","CHIKKODI","Karnataka","Lok Sabha",147000000,93670772,18773055,63.72,16,159,10.06,74897717,38,34,4,"N/A"
"Krishna Prasad Tenneti","BAPATLA","Andhra Pradesh","Lok Sabha",167796849.11,106632500,18515817,63.55,6,124,4.84,88116683,25,21,4,"N/A"
"AMBICA G LAKSHMINARAYANA VALMIKI","ANANTAPUR","Andhra Pradesh","Lok Sabha",201899064.11,128194365,62202871,63.49,42,155,27.1,65991494,81,81,0,"N/A"
"AMRINDER SINGH RAJA WARRING","LUDHIANA","Punjab","Lok Sabha",147000000,93219872,34113487,63.41,59,242,24.38,59106385,329,326,3,"N/A"
"LUMBARAM","JALORE","Rajasthan","Lok Sabha",147000000,93201156,61556876,63.4,79,179,44.13,31644280,610,609,1,"N/A"
"AVIMANYU SETHI","BHADRAK","Odisha","Lok Sabha",147000000,92895000,23316575,63.19,27,278,9.71,69578425,73,65,8,"N/A"
"Shri Narendra Modi","VARANASI","Uttar Pradesh","Lok Sabha",162070276.11,102171252,89119541,63.04,192,216,88.89,13051711,192,155,37,"N/A"
"DR KALGE SHIVAJI BANDAPPA","LATUR","Maharashtra","Lok Sabha",147000000,92583651,28846420,62.98,26,117,22.22,63737231,34,33,1,"N/A"
"Shri  Dharambir Singh","BHIWANI MAHENDRAGARH","Haryana","Lok Sabha",147000000,92507587,66166803,62.93,103,204,50.49,26340784,187,185,2,"N/A"
"ZIA UR REHMAN","SAMBHAL","Uttar Pradesh","Lok Sabha",147000000,92403610.85,53111753,62.86,0,325,0,39291857.849999994,332,316,16,"N/A"
"Shri Mayankkumar Nayak (2024-30)","Sitting Rajya Sabha","Gujarat","Rajya Sabha",147000000,92356983,19560868,62.83,20,171,11.7,72796115,66,66,0,"N/A"
"Anurag Sharma ","JHANSI","Uttar Pradesh","Lok Sabha",147000000,92350864,67201462,62.82,85,162,52.47,25149402,242,235,7,"N/A"
"Shri Subhash Barala (2024-30)","Sitting Rajya Sabha","Haryana","Rajya Sabha",147000000,92126165,29532538,62.67,4,84,4.76,62593627,61,61,0,"N/A"
"AGA SYED RUHULLAH MEHDI","SRINAGAR","Jammu And Kashmir","Lok Sabha",147000000,91972368.1,20822671,62.57,62,199,31.16,71149697.1,80,65,15,"N/A"
"Vijay Kumar Hansdak","RAJMAHAL","Jharkhand","Lok Sabha",147223957.11,91979000,28886697,62.48,0,468,0,63092303,302,302,0,"N/A"
"CHANDRA SHEKHAR","NAGINA","Uttar Pradesh","Lok Sabha",147000000,91755170,87033825,62.42,286,507,56.41,4721345,893,784,109,"N/A"
"RABINDRA NARAYAN BEHERA","JAJPUR","Odisha","Lok Sabha",147064617.11,91739853,9146086,62.38,3,203,1.48,82593767,41,41,0,"N/A"
"CHAMALA KIRAN KUMAR REDDY","BHONGIR","Telangana","Lok Sabha",147000000,91661853,62689273,62.36,417,495,84.24,28972580,434,434,0,"N/A"
"SUNIL BOSE","CHAMARAJANAGAR","Karnataka","Lok Sabha",147000000,91548698,50427615,62.28,24,110,21.82,41121083,96,96,0,"N/A"
"DHARMENDRA PRADHAN","SAMBALPUR","Odisha","Lok Sabha",147000000,91453000,9704141,62.21,2,115,1.74,81748859,31,21,10,"N/A"
"KONDA VISHWESHWAR REDDY","CHELVELLA","Telangana","Lok Sabha",233721420.96,145225175,57338256,62.14,180,519,34.68,87886919,215,214,1,"N/A"
"Shri C. Sadanandan Master (2025-31)","Nominated Rajya Sabha","Kerala","Rajya Sabha",73500000,45660000,0,62.12,0,55,0,45660000,0,0,0,"N/A"
"Ravindra Shyamnarayan Alias Ravi Kishan Shukla","GORAKHPUR","Uttar Pradesh","Lok Sabha",147000000,91202258.78,12572509,62.04,0,96,0,78629749.78,10,10,0,"N/A"
"Shri Jogen Mohan (2026-32)","Sitting Rajya Sabha","Assam","Rajya Sabha",49000000,30400000,1500000,62.04,0,22,0,28900000,1,0,1,"N/A"
"CHANDUBHAI CHHAGANBHAI SHIHORA","SURENDRANAGAR","Gujarat","Lok Sabha",147000000,91125607,59546562,61.99,100,209,47.85,31579045,211,208,3,"N/A"
"Mala Rajya Laxmi Shah ","TEHRI GARHWAL","Uttarakhand","Lok Sabha",147000000,90920802,57285791,61.85,84,224,37.5,33635011,371,367,4,"N/A"
"VISHAL","SANGLI","Maharashtra","Lok Sabha",147000000,90905332,21614077,61.84,11,84,13.1,69291255,22,20,2,"N/A"
"DR. PRABHA MALLIKARJUN","DAVANAGERE","Karnataka","Lok Sabha",147000000,90800000,57444696,61.77,5,93,5.38,33355304,90,90,0,"N/A"
"Faggan Singh Kulaste","MANDLA","Madhya Pradesh","Lok Sabha",151861648.41,93644136,55170668,61.66,31,298,10.4,38473468,290,286,4,"N/A"
"ASHISH DUBEY","JABALPUR","Madhya Pradesh","Lok Sabha",147000000,90627308,23263814,61.65,15,346,4.34,67363494,138,138,0,"N/A"
"Giriraj Singh","BEGUSARAI","Bihar","Lok Sabha",147000000,90474432,32994877,61.55,17,67,25.37,57479555,38,37,1,"N/A"
"SELVARAJ V","NAGAPATTINAM","Tamil Nadu","Lok Sabha",147000000,90469314,50673389,61.54,46,84,54.76,39795925,61,61,0,"N/A"
"Smt Supriya Sadanand Sule","BARAMATI","Maharashtra","Lok Sabha",147000000,90455903,25041557,61.53,10,126,7.94,65414346,34,32,2,"N/A"
"RADHE SHYAM RATHIYA","RAIGARH","Chhattisgarh","Lok Sabha",159706972.09,97841529,80849803,61.26,72,138,52.17,16991726,213,209,4,"N/A"
"JYOTIRADITYA M. SCINDIA","GUNA","Madhya Pradesh","Lok Sabha",147000000,89874298,55870850,61.14,46,63,73.02,34003448,99,98,1,"N/A"
"PHANI BHUSAN CHOUDHURY","BARPETA","Assam","Lok Sabha",147000000,89528000,42756247,60.9,3,87,3.45,46771753,106,103,3,"N/A"
"BAIJAYANT PANDA","KENDRAPARA","Odisha","Lok Sabha",147000000,89070000,17127535,60.59,8,56,14.29,71942465,28,28,0,"N/A"
"D M Kathir Anand","VELLORE","Tamil Nadu","Lok Sabha",160196941.11,97061477,37215042,60.59,15,83,18.07,59846435,41,39,2,"N/A"
"ANITA NAGARSINGH CHOUHAN","RATLAM","Madhya Pradesh","Lok Sabha",147000000,88997643,55091448,60.54,76,203,37.44,33906195,228,226,2,"N/A"
"MAHIMA KUMARI MEWAR","RAJSAMAND","Rajasthan","Lok Sabha",183892143,111207166,48238044,60.47,26,134,19.4,62969122,272,267,5,"N/A"
"Jagdambika Pal","DOMARIYAGANJ","Uttar Pradesh","Lok Sabha",160643957.11,97048500,38873088,60.41,1,75,1.33,58175412,50,50,0,"N/A"
"NARAYAN TATU RANE","RATNAGIRI-SINDHUDURG","Maharashtra","Lok Sabha",147000000,88763191,22993974,60.38,25,96,26.04,65769217,39,39,0,"N/A"
"DR RAJKUMAR SANGWAN","BAGHPAT","Uttar Pradesh","Lok Sabha",147000000,88712863,36662976,60.35,16,119,13.45,52049887,78,77,1,"N/A"
"PATHAN YUSUF","BAHARAMPUR","West Bengal","Lok Sabha",147000000,88677631,9360897,60.32,1,145,0.69,79316734,7,4,3,"N/A"
"ESWARASAMY K","POLLACHI","Tamil Nadu","Lok Sabha",162315106.11,97904192,59028493,60.32,47,81,58.02,38875699,59,58,1,"N/A"
"SHAMBHAVI","SAMASTIPUR","Bihar","Lok Sabha",147000000,88544621,29478647,60.23,21,127,16.54,59065974,39,30,9,"N/A"
"KADIYAM KAVYA","WARANGEL","Telangana","Lok Sabha",147000000,88497843,27189421,60.2,53,214,24.77,61308422,73,73,0,"N/A"
"Kamaljeet Sehrawat","WEST DELHI","Delhi","Lok Sabha",147000000,88481527,13075365,60.19,31,65,47.69,75406162,34,33,1,"N/A"
"MUHAMMED HAMDULLAH SAYEED","LAKSHADWEEP","Lakshadweep","Lok Sabha",153942460.41,92492350,39337535,60.08,2,28,7.14,53154815,20,20,0,"N/A"
"KAMAKHYA PRASAD TASA","Kaziranga","Assam","Lok Sabha",147000000,88319000,13430602,60.08,0,88,0,74888398,40,40,0,"N/A"
"BAJRANG MANOHAR SONWANE","BEED","Maharashtra","Lok Sabha",165899107.19,99463933,37977152,59.95,20,100,20,61486781,39,39,0,"N/A"
"Shri S.R. Sivalingam (2025-31)","Sitting Rajya Sabha","Tamil Nadu","Rajya Sabha",89248285.42,53266677,27371677,59.68,24,54,44.44,25895000,25,25,0,"N/A"
"ADV GOWAAL KAGADA PADAVI","NANDURBAR","Maharashtra","Lok Sabha",147816309.11,88135530,32041066,59.63,189,279,67.74,56094464,189,189,0,"N/A"
"E.T. MOHAMMED BASHEER","MALAPPURAM","Kerala","Lok Sabha",163895872.11,97648170,36606844,59.58,43,190,22.63,61041326,74,73,1,"N/A"
"K. C VENUGOPAL","ALAPPUZHA","Kerala","Lok Sabha",147000000,87573664,44331588,59.57,37,89,41.57,43242076,67,67,0,"N/A"
"SANJAY DINA PATIL","MUMBAI NORTH EAST","Maharashtra","Lok Sabha",147000000,87500000,5955517,59.52,0,40,0,81544483,3,2,1,"N/A"
"Dr Chandra Sekhar Pemmasani","GUNTUR","Andhra Pradesh","Lok Sabha",159774113.11,95101846,39657891,59.52,9,96,9.38,55443955,46,44,2,"N/A"
"Ram Shiromani","SHRAWASTI","Uttar Pradesh","Lok Sabha",151746878.11,90062310,16300060,59.35,0,1357,0,73762250,58,3,55,"N/A"
"Mr Gopal Jee Thakur","DARBHANGA","Bihar","Lok Sabha",147000000,87205268,75767756,59.32,59,179,32.96,11437512,156,156,0,"N/A"
"GOPINATH K","KRISHNAGIRI","Tamil Nadu","Lok Sabha",147000000,87039009,42753233,59.21,36,96,37.5,44285776,57,57,0,"N/A"
"Shri Nitin Laxmanrao Jadhav Patil (2024-28)","Sitting Rajya Sabha","Maharashtra","Rajya Sabha",122500000,72450000,4496048,59.14,4,60,6.67,67953952,4,3,1,"N/A"
"S Venkatesan","MADURAI","Tamil Nadu","Lok Sabha",147000000,86773440,50415867,59.03,46,127,36.22,36357573,73,71,2,"N/A"
"Shri Janardan Singh Sigriwal ","MAHARAJGANJ","Bihar","Lok Sabha",147000000,86339856,47230253,58.73,27,74,36.49,39109603,45,44,1,"N/A"
"Santosh Pandey","RAJNANDGAON","Chhattisgarh","Lok Sabha",147000000,86253260,62035049,58.68,72,177,40.68,24218211,251,244,7,"N/A"
"Shri Balyogi Umeshnath (2024-30)","Sitting Rajya Sabha","Madhya Pradesh","Rajya Sabha",147000000,86195980,42047000,58.64,11,80,13.75,44148980,84,80,4,"N/A"
"Chandra Prakash Joshi","CHITTORGARH","Rajasthan","Lok Sabha",147000000,85832214,4980185,58.39,10,196,5.1,80852029,42,41,1,"N/A"
"DR. SHARMILA SARKAR","BARDHAMAN PURBA","West Bengal","Lok Sabha",147000000,85735589,21224009,58.32,17,111,15.32,64511580,33,25,8,"N/A"
"Shri Sanjay Seth (2024-30)","Sitting Rajya Sabha","Uttar Pradesh","Rajya Sabha",147000000,85520963,56357801,58.18,19,59,32.2,29163162,48,46,2,"N/A"
"SAYANI GHOSH","JADAVPUR","West Bengal","Lok Sabha",147000000,85269420,49785004,58.01,115,214,53.74,35484416,129,129,0,"N/A"
